,Unnamed: 0,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems,PastYear-Orders-PreparedFood,May-Trips-PreparedFood,May-Orders-PreparedFood,May-Total-PreparedFood,May-Portion-EPreparedFood,PastYear-Orders-Groceries,May-Trips-Groceries,May-Orders-Groceries,May-Total-Groceries,May-Portion-EGroceries,PastYear-Orders-OtherFood,May-Trips-OtherFood,May-Orders-OtherFood,May-Total-OtherFood,May-Portion-EOtherFood,PastYear-Orders-PaperCleaning,May-Trips-PaperCleaning,May-Orders-PaperCleaning,May-Total-PaperCleaning,May-Portion-EPaperCleaning,PastYear-Orders-Clothing,May-Trips-Clothing,May-Orders-Clothing,May-Total-Clothing,May-Portion-EClothing,PastYear-Orders-HomeOffice,May-Trips-HomeOffice,May-Orders-HomeOffice,May-Total-HomeOffice,May-Portion-EHomeOffice,PastYear-Orders-Medication,May-Trips-Medication,May-Orders-Medication,May-Total-Medication,May-Portion-EMedication,PastYear-Orders-ChildcareItems,May-Trips-ChildcareItems,May-Orders-ChildcareItems,May-Total-ChildcareItems,May-Portion-EChildcareItems,incomelevel,ageLevel
78,2916,80,"$100,000 - $149,999","$100,000 - $149,999",55 - 59,0,3.0,5,4,4,2,2,Almost never,Less than 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,2,0,2,0,0,0,0,Almost never,No Response,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,0,1,1,0,1,1,0,0,Almost never,No Response,No Response,Almost never,No Response,No Response,Less than 1 time per month,Never,0.0,0.0,0.0,0.0,,0.5,1.0,1.0,2.0,0.5,0.5,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,0.25,0.5,1.0,1.5,0.6666666666666666,0.25,0.25,1.0,1.25,0.8,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
79,2917,81,"$150,000 - $199,999","$150,000 - $199,999",25 - 34,0,2.0,4,4,2,2,2,Less than 1 time per week,2 - 3 times per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Almost never,0,0,0,0,0,0,0,0,Less than 1 time per week,2 - 3 times per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,0,0,0,0,0,0,Never,No Response,Never,Almost never,Less than 1 time per month,Almost never,Never,Never,0.5,0.5,0.0,0.5,0.0,2.5,2.5,1.0,3.5,0.2857142857142857,1.0,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Gen Y & Z
80,2918,82,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,4,4,3,3,2,About 1 time per week,2 - 3 times per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,0,0,0,0,0,0,0,0,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,Almost never,1,1,1,0,1,0,1,1,No Response,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,No Response,No Response,1.0,0.0,1.0,1.0,1.0,2.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,0.25,0.25,1.0,0.5,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,High income,Baby Boomer and Older
81,2919,83,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,1,2.0,4,4,4,2,4,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,2,1,1,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,Almost never,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,Almost never,Almost never,0.25,1.0,1.0,2.0,0.5,0.0,0.5,0.25,0.75,0.3333333333333333,0.0,0.5,0.25,0.75,0.3333333333333333,0.0,0.25,0.25,0.5,0.5,0.25,0.5,0.5,1.0,0.5,0.25,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
82,2920,84,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,3,5.0,5,2,4,2,1,Almost never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,4,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,2,0,1,0,0,0,0,0,No Response,Almost never,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,0.0,2.0,2.0,4.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.0,0.25,0.0,High income,Gen X
83,2921,85,"$75,000 - $99,999","$75,000 - $99,999",60 - 64,0,1.0,4,1,1,1,2,Never,Never,Never,Never,Less than 1 time per month,Never,Never,Never,1,0,0,0,0,0,0,0,No Response,About 1 time per week,Never,Less than 1 time per month,Almost never,Almost never,Less than 1 time per week,Never,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Never,Never,Less than 1 time per month,Almost never,Never,Never,0.0,0.5,1.0,1.5,0.6666666666666666,0.0,1.0,0.25,1.25,0.2,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older
84,2922,86,"$75,000 - $99,999","$100,000 - $149,999",65 - 74,0,2.0,4,2,2,4,2,About 1 time per week,Never,Never,Never,Never,Never,Never,Never,3,1,2,0,1,1,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,3,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1.0,1.5,3.0,4.5,0.6666666666666666,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
85,2923,88,"$150,000 - $199,999","$150,000 - $199,999",55 - 59,0,3.0,4,4,3,4,4,About 1 time per week,Never,Never,Never,Never,Never,Never,Never,2,8,0,0,0,0,0,0,No Response,No Response,3 - 5 times per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,No Response,No Response,No Response,No Response,No Response,No Response,1.0,1.0,1.0,2.0,0.5,0.0,4.0,0.25,4.25,0.058823529411764705,0.0,4.0,0.0,4.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
86,2924,89,"$25,000 - $49,999","$25,000 - $49,999",55 - 59,0,1.0,3,4,4,3,2,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,11,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,Never,0,0,0,0,0,0,2,0,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,No Response,Never,0.0,0.0,0.0,0.0,,0.25,5.5,0.25,5.75,0.043478260869565216,0.25,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,Low income,Baby Boomer and Older
87,2925,90,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,2,1.0,4,4,4,4,4,Less than 1 time per week,2 - 3 times per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,4,0,0,0,0,0,0,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,2,0,0,0,0,0,0,0,No Response,No Response,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,0.5,0.0,2.0,2.0,1.0,2.5,2.0,0.0,2.0,0.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.0,0.0,0.0,,High income,Gen X
88,2926,91,"$50,000 - $74,999","$200,000 or more",55 - 59,0,4.0,3,4,4,4,4,Never,Never,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,2,4,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,1,1,0,0,2,0,0,0,No Response,No Response,Never,Never,No Response,Almost never,Less than 1 time per month,Never,0.0,1.0,1.0,2.0,0.5,0.0,2.0,1.0,3.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,2.0,2.25,0.8888888888888888,0.0,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
89,2927,92,"$50,000 - $74,999","$50,000 - $74,999",65 - 74,0,2.0,3,2,3,3,4,2 - 3 times per week,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,2,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older
90,2928,93,Don't know,Don't know,65 - 74,0,1.0,3,2,3,5,4,About 1 time per week,2 - 3 times per week,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,6,0,2,1,0,0,0,No Response,No Response,No Response,No Response,No Response,Almost never,Less than 1 time per month,Never,2,0,1,0,0,0,0,0,No Response,Never,No Response,Never,Almost never,Never,Less than 1 time per month,Never,1.0,0.5,2.0,2.5,0.8,2.5,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.25,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,Unknown,Baby Boomer and Older
91,2929,94,"$25,000 - $49,999","$100,000 - $149,999",45 - 54,3,5.0,4,4,4,2,5,Never,Never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,6,6,0,2,0,2,2,0,No Response,No Response,Less than 1 time per month,No Response,No Response,No Response,No Response,Less than 1 time per month,0,0,0,0,2,0,0,0,2 - 3 times per week,2 - 3 times per week,About 1 time per week,Less than 1 time per week,No Response,No Response,Less than 1 time per month,Less than 1 time per month,0.0,3.0,2.5,5.5,0.45454545454545453,0.0,3.0,2.5,5.5,0.45454545454545453,0.0,0.25,1.0,1.25,0.8,0.0,1.0,0.5,1.5,0.3333333333333333,0.25,0.0,2.0,2.0,1.0,0.25,1.0,0.0,1.0,0.0,0.25,1.0,0.25,1.25,0.2,0.25,0.25,0.25,0.5,0.5,High income,Gen X
92,2930,95,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,5,3,3,3,3,About 1 time per week,About 1 time per week,About 1 time per week,About 1 time per week,Never,Never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
93,2931,96,"Under $10,000","Under $10,000",55 - 59,0,1.0,1,3,3,5,5,Never,Never,Never,Never,Never,Never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Never,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Almost never,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Low income,Baby Boomer and Older
94,2932,97,"$75,000 - $99,999","$150,000 - $199,999",35 - 44,0,2.0,4,4,4,2,2,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,2,2,0,0,0,0,0,Almost never,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,1,0,0,1,0,1,0,Almost never,No Response,Less than 1 time per week,Less than 1 time per month,No Response,No Response,No Response,Almost never,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,0.5,0.0,1.0,0.5,1.5,0.3333333333333333,0.0,0.25,0.25,0.5,0.5,0.25,0.25,1.0,1.25,0.8,0.25,0.0,0.0,0.0,,0.25,0.25,1.0,1.25,0.8,0.0,0.0,0.0,0.0,,High income,Gen Y & Z
95,2933,98,"$50,000 - $74,999","$50,000 - $74,999",25 - 34,0,3.0,5,1,1,2,4,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Never,Never,Never,0,2,0,2,0,0,0,0,Less than 1 time per week,No Response,No Response,No Response,No Response,Almost never,Almost never,Never,1,0,1,0,1,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1.0,0.5,1.0,1.5,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
96,2934,99,"Under $10,000","$50,000 - $74,999",45 - 54,4,5.0,5,5,5,5,4,About 1 time per week,Less than 1 time per week,Never,Less than 1 time per week,Less than 1 time per week,Almost never,Almost never,Less than 1 time per week,4,5,1,0,0,0,1,0,No Response,No Response,No Response,Almost never,Less than 1 time per week,Almost never,No Response,Less than 1 time per week,2,0,0,2,2,0,2,4,No Response,Less than 1 time per month,Never,No Response,No Response,Almost never,No Response,No Response,1.0,2.0,2.0,4.0,0.5,0.5,2.5,0.25,2.75,0.09090909090909091,0.0,0.5,0.0,0.5,0.0,0.5,0.0,2.0,2.0,1.0,0.5,0.5,2.0,2.5,0.8,0.0,0.0,0.0,0.0,,0.0,0.5,2.0,2.5,0.8,0.5,0.5,4.0,4.5,0.8888888888888888,Medium income,Gen X
97,2935,100,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,2,4.0,4,5,5,5,3,About 1 time per week,Never,Never,Almost never,Almost never,Almost never,Less than 1 time per week,Less than 1 time per week,2,4,0,2,0,0,2,2,No Response,No Response,Never,No Response,About 1 time per week,Less than 1 time per month,No Response,No Response,3,4,0,2,0,0,1,4,No Response,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,No Response,1.0,1.0,3.0,4.0,0.75,0.0,2.0,4.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,3.0,0.6666666666666666,0.0,1.0,0.25,1.25,0.2,0.0,0.25,0.25,0.5,0.5,0.5,1.0,1.0,2.0,0.5,0.5,1.0,4.0,5.0,0.8,Medium income,Gen Y & Z
98,2936,101,"$25,000 - $49,999","$25,000 - $49,999",55 - 59,0,1.0,3,3,3,5,5,Never,Never,Never,Never,Never,Never,Never,Never,6,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Never,Never,Never,Never,Less than 1 time per month,Almost never,Never,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Low income,Baby Boomer and Older
99,2937,102,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,1.0,1,3,4,4,2,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,2,2,0,0,0,0,0,Less than 1 time per month,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0.0,0.25,1.0,1.25,0.8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
100,2938,103,"$25,000 - $49,999","$25,000 - $49,999",65 - 74,0,1.0,4,1,1,2,2,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,0,0,0,0,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per month,Almost never,No Response,Almost never,0,1,0,1,0,0,1,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.25,0.0,0.0,0.0,,0.5,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,,0.5,0.0,1.0,1.0,1.0,0.5,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,,0.5,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,,Low income,Baby Boomer and Older
101,2939,104,"$100,000 - $149,999","$100,000 - $149,999",60 - 64,0,1.0,1,1,5,5,5,Never,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,2,4,0,2,0,0,2,0,No Response,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,0,0,0,0,0,0,1,0,Never,Never,Never,Never,Never,Less than 1 time per month,No Response,Never,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
102,2940,105,"Under $10,000","$25,000 - $49,999",25 - 34,0,3.0,5,3,3,2,2,Less than 1 time per month,Never,Never,Almost never,Less than 1 time per week,Almost never,Less than 1 time per month,Never,5,1,0,0,0,0,1,0,No Response,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Never,1,0,0,0,0,0,1,0,No Response,Never,Never,Less than 1 time per month,Almost never,Almost never,No Response,Never,0.25,2.5,1.0,3.5,0.2857142857142857,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.25,1.0,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.5,1.0,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,,Low income,Gen Y & Z
103,2941,106,"$25,000 - $49,999","$25,000 - $49,999",65 - 74,0,1.0,3,1,1,5,5,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,4,2,0,0,0,0,0,0,No Response,No Response,2 - 3 times per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Never,0,0,0,0,0,0,2,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,Low income,Baby Boomer and Older
104,2942,107,"$75,000 - $99,999","$150,000 - $199,999",25 - 34,0,2.0,5,5,5,4,3,Less than 1 time per week,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,6,2,0,0,0,0,0,0,No Response,No Response,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0.5,3.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Gen Y & Z
105,2943,108,"$200,000 or more","$150,000 - $199,999",45 - 54,2,4.0,3,3,4,5,5,About 1 time per week,About 1 time per week,Almost never,Almost never,Less than 1 time per month,Almost never,Almost never,Never,8,8,0,2,0,0,0,0,No Response,No Response,About 1 time per week,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,4,0,0,0,4,0,0,0,No Response,Almost never,Almost never,Almost never,No Response,No Response,No Response,No Response,1.0,4.0,4.0,8.0,0.5,1.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.25,4.0,4.25,0.9411764705882353,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Gen X
106,2944,109,"$100,000 - $149,999","$100,000 - $149,999",45 - 54,0,2.0,5,5,5,4,4,About 1 time per week,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per month,Never,2,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1.0,1.0,2.0,3.0,0.6666666666666666,0.5,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Gen X
107,2945,110,"$75,000 - $99,999","$150,000 - $199,999",45 - 54,0,2.0,1,1,1,3,2,Never,Never,Never,Never,Never,Never,Never,Never,0,4,0,0,0,0,0,0,Less than 1 time per week,No Response,About 1 time per week,Never,Less than 1 time per month,Never,Almost never,Never,0,0,0,0,0,0,0,0,Never,Almost never,Almost never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0.0,0.5,0.0,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,,High income,Gen X
108,2946,111,"$50,000 - $74,999","$100,000 - $149,999",55 - 59,0,4.0,5,3,1,1,1,About 1 time per week,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,About 1 time per week,Never,0,0,0,0,0,0,0,0,About 1 time per week,2 - 3 times per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Almost never,0,1,6,3,0,0,2,0,Less than 1 time per week,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,1.0,1.0,0.5,1.5,0.3333333333333333,0.0,2.5,1.0,3.5,0.2857142857142857,0.0,0.25,6.0,6.25,0.96,0.0,0.5,3.0,3.5,0.8571428571428571,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.5,1.0,1.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
